depth_m,age_ka,d18O,dD
117.48,3.065,-51.39,
117.59,3.069,-49.78,
117.7,3.073,-49.02,
117.81,3.076,-50.99,
117.92,3.08,-51.18,
118.03,3.084,-50.03,
118.14,3.087,-50.15,
118.25,3.091,-50.73,
118.36,3.095,-50.82,
118.47,3.098,-50.7,
118.58,3.102,-50.94,
118.69,3.106,-50.98,
118.8,3.109,-50.23,
118.91,3.113,-49.69,
119.02,3.116,-50.31,
119.13,3.12,-50.97,
119.24,3.123,-51.23,
119.35,3.127,-49.48,
119.46,3.131,,
119.57,3.134,,
119.68,3.138,,
119.79,3.141,,
119.9,3.145,,
120.01,3.148,,
120.12,3.152,,
120.23,3.156,-49.02,
120.34,3.159,-49.89,
120.45,3.163,-50.47,
120.56,3.167,-50.49,
120.67,3.17,-51.59,
120.78,3.174,-52.7,
120.89,3.178,-52.52,
121,3.182,-51.61,
121.11,3.185,-51.53,
121.22,3.189,-51.31,
121.33,3.193,-51.46,
121.44,3.197,-51.05,
121.55,3.2,-51.13,
121.66,3.204,-51.57,
121.77,3.208,-51.78,
121.88,3.212,-52.22,
121.99,3.216,-52.1,
122.1,3.219,-50.97,
122.21,3.223,-50.45,
122.32,3.227,-49.42,
122.43,3.231,-49.91,
122.54,3.236,-50.63,
122.65,3.24,-51.77,
122.76,3.244,-51.59,
122.87,3.248,-51.24,
122.98,3.252,-50.27,
123.09,3.256,-50.64,
123.2,3.26,-51.25,
123.31,3.264,-52.59,
123.42,3.268,-52.59,
123.53,3.272,-52.18,
123.64,3.276,-51.36,
123.75,3.28,-50.95,
123.86,3.284,-51.01,
123.97,3.288,-51.01,
124.08,3.292,-50.48,
124.19,3.296,-49.8,
124.3,3.3,-49.22,
124.41,3.303,-50.79,
124.52,3.307,-51.09,
124.63,3.311,-50.94,
124.74,3.315,-51.41,
124.85,3.319,-51.87,
124.96,3.323,-51.51,
125.07,3.327,-51.34,
125.18,3.331,-51.65,
125.29,3.335,-51.16,
125.4,3.339,-51.38,
125.51,3.343,-51.04,
125.62,3.347,-50.09,
125.73,3.35,-49.57,
125.84,3.354,-49.09,
125.95,3.358,-50.68,
126.06,3.362,-51.23,
126.17,3.366,-51.04,
126.28,3.37,-50.8,
126.39,3.374,-50.88,
126.5,3.377,-51.01,
126.61,3.381,-51.41,
126.72,3.385,-51.4,
126.83,3.389,-52.13,
126.94,3.393,-52.25,
127.05,3.397,-51.89,
127.16,3.401,-53.25,
127.27,3.405,-51.3,
127.38,3.409,-47.74,
127.49,3.413,-49.32,
127.6,3.417,-50.59,
127.71,3.421,-51.56,
127.82,3.425,-51.4,
127.93,3.429,-50.63,
128.04,3.433,-50.13,
128.15,3.437,-49.68,
128.26,3.441,-50.01,
128.37,3.445,-50.3,
128.48,3.449,-49.67,
128.59,3.453,-51.35,
128.7,3.457,-52.27,
128.81,3.46,-51.67,
128.92,3.464,-50.98,
129.03,3.468,-50.16,
129.14,3.472,-50.45,
129.25,3.476,-50.72,
129.36,3.48,-51.17,
129.47,3.484,-52.23,
129.58,3.488,-51.72,
129.69,3.491,-48.93,
129.8,3.495,-49.29,
129.91,3.499,-50.57,
130.02,3.503,-50.81,
130.13,3.507,-50.14,
130.24,3.511,-49.56,
130.35,3.515,-50.72,
130.46,3.518,-51.11,
130.57,3.522,-51.82,
130.68,3.526,-51.43,
130.79,3.53,-51.97,
130.9,3.533,-51.14,
131.01,3.537,-48.55,
131.12,3.541,-49.2,
131.23,3.545,-50.96,
131.34,3.548,-50.7,
131.45,3.552,-49.6,
131.56,3.556,-48.94,
131.67,3.559,-51.08,
131.78,3.563,-50.92,
131.89,3.567,-50.85,
132,3.571,-51.26,
132.11,3.574,-50.4,
132.22,3.578,-50.26,
132.33,3.582,-51.01,
132.44,3.586,-51.39,
132.55,3.59,-51.45,
132.66,3.593,-51.86,
132.77,3.597,-50.91,
132.88,3.601,-50.14,
132.99,3.605,-49.47,
133.1,3.608,-50.05,
133.21,3.612,-51.44,
133.32,3.616,-51.42,
133.43,3.62,-50.04,
133.54,3.624,-50.74,
133.65,3.627,-51.41,
133.76,3.631,-50.26,
133.87,3.635,-50.56,
133.98,3.638,-49.67,
134.09,3.642,-48.13,
134.2,3.646,-49.03,
134.31,3.649,-49.24,
134.42,3.653,-49.14,
134.53,3.657,-50.02,
134.64,3.66,-51.12,
134.75,3.664,-51.03,
134.86,3.668,-50.42,
134.97,3.672,-50.56,
135.08,3.675,-49.94,
135.19,3.679,-50.31,
135.3,3.683,-50.69,
135.41,3.686,-50.33,
135.52,3.69,-50.46,
135.63,3.693,-50.12,
135.74,3.697,-49.57,
135.85,3.701,-49.77,
135.96,3.704,-49.46,
136.07,3.708,-49.55,
136.18,3.712,-50.01,
136.29,3.715,-49.93,
136.4,3.719,-51.3,
136.51,3.723,-51.54,
136.62,3.726,-52.1,
136.73,3.73,-51.07,
136.84,3.733,-50.99,
136.95,3.737,-51,
137.06,3.741,-48.13,
137.17,3.744,-48.8,
137.28,3.748,-50.29,
137.39,3.751,-50.47,
137.5,3.755,-50.9,
137.61,3.759,-49.02,
137.72,3.762,-48.23,
137.83,3.766,-49.7,
137.94,3.769,-50.69,
138.05,3.773,-51.4,
138.16,3.777,-52.37,
138.27,3.78,-52.26,
138.38,3.784,-52.49,
138.49,3.787,-51.01,
138.6,3.791,-50.91,
138.71,3.795,-49.99,
138.82,3.799,-49.64,
138.93,3.802,-49.58,
139.04,3.806,-49.54,
139.15,3.81,-50.75,
139.26,3.814,-51.89,
139.37,3.818,-50.78,
139.48,3.821,-51.21,
139.59,3.825,-50.06,
139.7,3.829,-49.6,
139.81,3.833,-50.52,
139.92,3.837,-50.24,
140.03,3.841,-50.26,
140.14,3.844,-50.36,
140.25,3.848,-51.06,
140.36,3.852,-51.57,
140.47,3.856,-51.87,
140.58,3.86,-51.21,
140.69,3.864,-51.14,
140.8,3.868,-50.97,
140.91,3.871,-51.3,
141.02,3.875,-51.38,
141.13,3.879,-51.45,
141.24,3.883,-51.73,
141.35,3.887,-51.01,
141.46,3.891,-49.8,
141.57,3.895,-49.62,
141.68,3.899,-50.1,
141.79,3.902,-50.28,
141.9,3.906,-50.27,
142.01,3.91,-50.13,
142.12,3.914,-50.94,
142.23,3.918,-50.77,
142.34,3.922,-50.59,
142.45,3.926,-50.75,
142.56,3.93,-50.3,
142.67,3.933,-50.84,
142.78,3.937,-50.99,
142.89,3.941,-51.84,
143,3.945,-51.46,
143.11,3.949,-50.89,
143.22,3.953,-50.74,
143.33,3.957,-49.96,
143.44,3.961,-50.85,
143.55,3.964,-51.18,
143.66,3.968,-50.93,
143.77,3.972,-50.79,
143.88,3.976,-50.52,
143.99,3.98,-51.22,
144.1,3.984,-50.91,
144.21,3.988,-50.48,
144.32,3.992,-49.97,
144.43,3.996,-49.43,
144.54,4,-50.42,
144.65,4.004,-51.07,
144.76,4.007,-50.9,
144.87,4.011,-51.08,
144.98,4.015,-51.75,
145.09,4.019,-51.32,
145.2,4.023,-51.2,
145.31,4.027,-50.91,
145.42,4.031,-51.29,
145.53,4.034,-51.96,
145.64,4.038,-51.58,
145.75,4.042,-49.7,
145.86,4.046,-48.2,
145.97,4.049,-49.79,
146.08,4.053,-51.16,
146.19,4.057,-50.94,
146.3,4.061,-50.78,
146.41,4.065,-50.04,
146.52,4.068,-49.7,
146.63,4.072,-51,
146.74,4.076,-50.81,
146.85,4.08,-49.55,
146.96,4.084,-50.7,
147.07,4.087,-51.35,
147.18,4.091,-51.46,
147.29,4.095,-51.99,
147.4,4.099,-51.73,
147.51,4.103,-50.82,
147.62,4.106,-49.17,
147.73,4.11,-49.44,
147.84,4.114,-50.04,
147.95,4.118,-49.53,
148.06,4.122,-49.92,
148.17,4.125,-49.37,
148.28,4.129,-49.17,
148.39,4.133,-50.15,
148.5,4.137,-51.21,
148.61,4.141,-51.83,
148.72,4.145,-50.99,
148.83,4.148,-50.36,
148.94,4.152,-51.08,
149.05,4.156,-50.55,
149.16,4.16,-49.77,
149.27,4.164,-50.98,
149.38,4.168,-51.09,
149.49,4.172,-50.6,
149.6,4.175,-51.56,
149.71,4.179,-52.24,
149.82,4.183,-50.55,
149.93,4.187,-49.85,
150.04,4.191,-49.33,
150.15,4.195,-49.41,
150.26,4.199,-49.35,
150.37,4.202,-49.82,
150.48,4.206,-50.18,
150.59,4.21,-50.34,
150.7,4.214,-50.74,
150.81,4.218,-51.09,
150.92,4.222,-52.97,
151.03,4.225,-52.87,
151.14,4.229,-52.37,
151.25,4.233,-50.32,
151.36,4.237,-48.45,
151.47,4.241,-49.06,
151.58,4.245,-50.73,
151.69,4.248,-51.65,
151.8,4.252,-50.53,
151.91,4.256,-49.84,
152.02,4.26,-49.07,
152.13,4.263,-48.81,
152.24,4.267,-49.07,
152.35,4.271,-50.86,
152.46,4.275,-51.16,
152.57,4.278,-50.56,
152.68,4.282,-49.84,
152.79,4.286,-51.36,
152.9,4.29,-50.87,
153.01,4.293,-50.41,
153.12,4.297,-49.79,
153.23,4.301,-49.8,
153.34,4.305,-49.27,
153.45,4.308,-48.75,
153.56,4.312,-52.28,
153.67,4.316,-52.73,
153.78,4.32,-51.51,
153.89,4.324,-50.22,
154,4.328,-49.37,
154.11,4.332,-50.8,
154.22,4.335,-52.3,
154.33,4.339,-51.76,
154.44,4.343,-51.03,
154.55,4.347,-52.23,
154.66,4.351,-51.27,
154.77,4.355,-50.38,
154.88,4.359,-50.49,
154.99,4.363,-50.92,
155.1,4.366,-50.42,
155.21,4.37,-50.87,
155.32,4.374,-50.68,
155.43,4.378,-49.74,
155.54,4.382,-50.22,
155.65,4.386,-51.02,
155.76,4.39,-50.17,
155.87,4.394,-51.35,
155.98,4.398,-51.1,
156.09,4.402,-50.68,
156.2,4.406,-50.45,
156.31,4.409,-51.78,
156.42,4.413,-52.33,
156.53,4.417,-51.71,
156.64,4.421,-50.68,
156.75,4.425,-49.16,
156.86,4.429,-51.22,
156.97,4.433,-52.26,
157.08,4.437,-51.39,
157.19,4.441,-51.48,
157.3,4.445,-51.81,
157.41,4.449,-51.08,
157.52,4.452,-51.33,
157.63,4.456,-50.81,
157.74,4.46,-49.92,
157.85,4.464,-49.86,
157.96,4.468,-51.04,
158.07,4.472,-49.59,
158.18,4.476,-46.99,
158.29,4.48,-50,
158.4,4.484,-51.01,
158.51,4.487,-50.33,
158.62,4.491,-50.85,
158.73,4.495,-51.64,
158.84,4.498,-50.67,
158.95,4.502,-51.21,
159.06,4.506,-51.43,
159.17,4.51,-50.32,
159.28,4.513,-49.13,
159.39,4.517,-49.35,
159.5,4.521,-50.07,
159.61,4.525,-51.69,
159.72,4.528,-52.6,
159.83,4.532,-51.11,
159.94,4.536,-49.66,
160.05,4.539,-50.2,
160.16,4.543,-51.18,
160.27,4.547,-51.21,
160.38,4.551,-51.59,
160.49,4.556,-50.67,
160.6,4.56,-50.47,
160.71,4.564,-51.89,
160.82,4.568,-52.17,
160.93,4.572,-51.71,
161.04,4.576,-50.34,
161.15,4.58,-50.05,
161.26,4.584,-51.21,
161.37,4.588,-51.23,
161.48,4.592,-50.47,
161.59,4.596,-50.1,
161.7,4.6,-49.14,
161.81,4.604,-50.76,
161.92,4.608,-50.48,
162.03,4.611,-50.96,
162.14,4.615,-50.37,
162.25,4.619,-50.02,
162.36,4.623,-51.35,
162.47,4.627,-51.24,
162.58,4.631,-50.79,
162.69,4.635,-49.96,
162.8,4.639,-48.27,
162.91,4.643,-49.07,
163.02,4.647,-50.14,
163.13,4.651,-51.45,
163.24,4.655,-52.3,
163.35,4.659,-52.94,
163.46,4.663,-51.39,
163.57,4.666,-49.93,
163.68,4.67,-50.73,
163.79,4.674,-50.88,
163.9,4.678,-51.01,
164.01,4.682,-50.41,
164.12,4.686,-50.18,
164.23,4.69,-50.15,
164.34,4.694,-51.29,
164.45,4.698,-52.12,
164.56,4.702,-51.19,
164.67,4.706,-50.23,
164.78,4.71,-50.27,
164.89,4.713,-51.02,
165,4.717,-51.52,
165.11,4.721,-51.02,
165.22,4.725,-49.36,
165.33,4.729,-48.26,
165.44,4.733,-50.07,
165.55,4.737,-50.73,
165.66,4.741,-51.08,
165.77,4.745,-50.51,
165.88,4.749,-50.29,
165.99,4.753,-51.43,
166.1,4.757,-51.93,
166.21,4.761,-53.23,
166.32,4.765,-52.3,
166.43,4.769,-50.33,
166.54,4.773,-50.19,
166.65,4.777,-50.74,
166.76,4.781,-51.25,
166.87,4.785,-51.9,
166.98,4.789,-50.9,
167.09,4.793,-51.26,
167.2,4.797,-49.98,
167.31,4.801,-51.47,
167.42,4.805,-51.6,
167.53,4.809,-50.18,
167.64,4.813,-50.52,
167.75,4.817,-50.36,
167.86,4.821,-51.49,
167.97,4.825,-51.59,
168.08,4.83,-51.44,
168.19,4.834,-51,
168.3,4.838,-50.71,
168.41,4.842,-51.32,
168.52,4.846,-50.3,
168.63,4.85,-50.85,
168.74,4.854,-51.28,
168.85,4.858,-50.52,
168.96,4.862,-49.19,
169.07,4.866,-50.1,
169.18,4.87,-50.9,
169.29,4.874,-50.53,
169.4,4.878,-50.24,
169.51,4.882,-51.71,
169.62,4.886,-51.22,
169.73,4.89,-50.79,
169.84,4.894,-49.15,
169.95,4.898,-49.02,
170.06,4.902,-50.07,
170.17,4.906,-50.54,
170.28,4.91,-50.35,
170.39,4.914,-50.68,
170.5,4.917,-52.65,
170.61,4.921,-52.42,
170.72,4.925,-51.38,
170.83,4.929,-50.79,
170.94,4.933,-49.21,
171.05,4.936,-48.3,
171.16,4.94,-49.64,
171.27,4.944,-50.02,
171.38,4.948,-50.52,
171.49,4.952,-50.25,
171.6,4.955,-50.45,
171.71,4.959,-49.44,
171.82,4.963,-49.39,
171.93,4.967,-50.2,
172.04,4.971,-50.39,
172.15,4.975,-50.51,
172.26,4.979,-50.23,
172.37,4.983,-50.08,
172.48,4.987,-51.46,
172.59,4.991,-52.05,
172.7,4.994,-52.13,
172.81,4.998,-51.31,
172.92,5.002,-52.2,
173.03,5.006,-52.07,
173.14,5.01,-49.77,
173.25,5.014,-50.03,
173.36,5.018,-50.46,
173.47,5.022,-49.54,
173.58,5.026,-50.78,
173.69,5.03,-51.34,
173.8,5.034,-51.76,
173.91,5.038,-51.71,
174.02,5.042,-50.97,
174.13,5.046,-50.69,
174.24,5.05,-51.02,
174.35,5.054,-49.44,
174.46,5.058,-49.08,
174.57,5.062,-50.51,
174.68,5.066,-50.85,
174.79,5.07,-51.18,
174.9,5.074,-50.85,
175.01,5.078,-51.05,
175.12,5.082,-51.81,
175.23,5.086,-51.74,
175.34,5.09,-52.04,
175.45,5.094,-50.76,
175.56,5.098,-50.43,
175.67,5.102,-50.91,
175.78,5.106,-51.52,
175.89,5.11,-50.61,
176,5.114,-50.1,
176.11,5.118,-50.35,
176.22,5.122,-50.45,
176.33,5.126,-50,
176.44,5.13,-50.88,
176.55,5.134,-51.8,
176.66,5.138,-52.16,
176.77,5.142,-51.06,
176.88,5.146,-48.46,
176.99,5.15,-48.8,
177.1,5.154,-50.13,
177.21,5.158,-50.23,
177.32,5.161,-50.6,
177.43,5.165,-50.47,
177.54,5.169,-49.54,
177.65,5.173,-49.91,
177.76,5.177,-49.56,
177.87,5.181,-49.54,
177.98,5.185,-50.51,
178.09,5.188,-51.11,
178.2,5.192,-50.6,
178.31,5.196,-49.99,
178.42,5.2,-49.65,
178.53,5.204,-49.77,
178.64,5.208,-51.04,
178.75,5.212,-51.51,
178.86,5.215,-52.18,
178.97,5.219,-51.57,
179.08,5.223,-50.5,
179.19,5.227,-50.25,
179.3,5.231,-50.18,
179.41,5.235,-49.95,
179.52,5.239,-50.12,
179.63,5.242,-50.26,
179.74,5.246,-50.94,
179.85,5.25,-52.21,
179.96,5.254,-52.21,
180.07,5.258,-50.92,
180.18,5.262,-51.26,
180.29,5.266,-52.68,
180.4,5.27,-51.78,
180.51,5.274,-50.23,
180.62,5.278,-49.15,
180.73,5.282,-50.73,
180.84,5.286,-52.72,
180.95,5.29,-51.08,
181.06,5.294,-48.68,
181.17,5.298,-48.58,
181.28,5.302,-50.5,
181.39,5.306,-50.59,
181.5,5.31,-51.7,
181.61,5.314,-51.04,
181.72,5.318,-50.25,
181.83,5.322,-50.58,
181.94,5.326,-50.57,
182.05,5.33,-50.18,
182.16,5.334,-49.66,
182.27,5.338,-49.52,
182.38,5.342,-50.35,
182.49,5.346,-50.31,
182.6,5.349,-49.61,
182.71,5.353,-50.76,
182.82,5.357,-49.94,
182.93,5.361,-50.72,
183.04,5.365,-51.18,
183.15,5.369,-50.74,
183.26,5.373,-50.47,
183.37,5.377,-51.12,
183.48,5.381,-50.48,
183.59,5.385,-49.74,
183.7,5.388,-50.58,
183.81,5.392,-49.41,
183.92,5.396,-48.73,
184.03,5.4,-50.75,
184.14,5.404,-50.65,
184.25,5.408,-51.45,
184.36,5.412,-50.91,
184.47,5.416,-52.26,
184.58,5.419,-53.39,
184.69,5.423,-52.7,
184.8,5.427,-52.22,
184.91,5.432,-51.36,
185.02,5.436,-50.3,
185.13,5.44,-51.44,
185.24,5.445,-52.24,
185.35,5.449,-51.66,
185.46,5.454,-51.64,
185.57,5.458,-52.29,
185.68,5.463,-51.3,
185.79,5.467,-50.82,
185.9,5.471,-51.05,
186.01,5.476,-51.85,
186.12,5.48,-50.69,
186.23,5.485,-49.01,
186.34,5.489,-50.05,
186.45,5.493,-51.42,
186.56,5.498,-51.39,
186.67,5.502,-52.13,
186.78,5.506,-51.87,
186.89,5.511,-51.53,
187,5.515,-51.49,
187.11,5.519,-51.81,
187.22,5.523,-51.9,
187.33,5.528,-52.78,
187.44,5.532,-52.76,
187.55,5.536,-52.36,
187.66,5.541,-50.86,
187.77,5.545,-51.72,
187.88,5.549,-53.09,
187.99,5.553,-51.4,
188.1,5.558,-50.04,
188.21,5.562,-50.64,
188.32,5.566,-49.98,
188.43,5.57,-50.98,
188.54,5.574,-51.1,
188.65,5.578,-49.96,
188.76,5.582,-49.2,
188.87,5.586,-50.02,
188.98,5.59,-49.02,
189.09,5.594,-49.71,
189.2,5.598,-50.09,
189.31,5.602,-51.51,
189.42,5.606,-51.76,
189.53,5.61,-50.34,
189.64,5.614,-49.84,
189.75,5.618,-50.67,
189.86,5.622,-50.14,
189.97,5.625,-49.59,
190.08,5.629,-51.09,
190.19,5.633,-51.23,
190.3,5.637,-51.11,
190.41,5.641,-51.35,
190.52,5.645,-51.95,
190.63,5.649,-52,
190.74,5.653,-51.45,
190.85,5.657,-49.61,
190.96,5.661,-50.77,
191.07,5.665,-51.67,
191.18,5.669,-50.25,
191.29,5.673,-50.27,
191.4,5.677,-49.9,
191.51,5.681,-50.24,
191.62,5.685,-50.14,
191.73,5.689,-50.02,
191.84,5.693,-50.84,
191.95,5.697,-51.64,
192.06,5.701,-51.78,
192.17,5.705,-51.49,
192.28,5.709,-50.97,
192.39,5.713,-51.45,
192.5,5.717,-50.75,
192.61,5.721,-49.23,
192.72,5.725,-49.87,
192.83,5.729,-51.59,
192.94,5.733,-50.62,
193.05,5.737,-50.3,
193.16,5.741,-50.69,
193.27,5.745,-50.43,
193.38,5.749,-50.46,
193.49,5.753,-51.38,
193.6,5.757,-52.39,
193.71,5.761,-50.49,
193.82,5.765,-49.24,
193.93,5.769,-49.1,
194.04,5.772,-49.05,
194.15,5.776,-49.66,
194.26,5.78,-51.44,
194.37,5.784,-51.74,
194.48,5.788,-51.82,
194.59,5.792,-51.46,
194.7,5.796,-49.91,
194.81,5.8,-49.46,
194.92,5.803,-49.17,
195.03,5.807,-50.14,
195.14,5.811,-50.95,
195.25,5.815,-50.15,
195.36,5.818,-50.3,
195.47,5.822,-49.85,
195.58,5.826,-48.66,
195.69,5.83,-49.57,
195.8,5.834,-50.48,
195.91,5.837,-51.43,
196.02,5.841,-51.22,
196.13,5.845,-50.49,
196.24,5.849,-51.25,
196.35,5.852,-51.88,
196.46,5.856,-50.61,
196.57,5.86,-49.9,
196.68,5.864,-50.84,
196.79,5.868,-50.65,
196.9,5.871,-49.35,
197.01,5.875,-51.06,
197.12,5.879,-51.66,
197.23,5.883,-50.26,
197.34,5.887,-48.99,
197.45,5.89,-47.69,
197.56,5.894,-49.57,
197.67,5.898,-50.34,
197.78,5.902,-51.34,
197.89,5.906,-50.41,
198,5.909,-48.89,
198.11,5.913,-49.39,
198.22,5.917,-50.12,
198.33,5.921,-50.82,
198.44,5.925,-52.04,
198.55,5.929,-52.06,
198.66,5.933,-51.28,
198.77,5.938,-51.49,
198.88,5.942,-50.99,
198.99,5.946,-50.71,
199.1,5.95,-51.48,
199.21,5.954,-51.43,
199.32,5.958,-50.78,
199.43,5.962,-50.18,
199.54,5.966,-51.02,
199.65,5.97,-52.06,
199.76,5.974,-51.46,
199.87,5.978,-50.99,
199.98,5.982,-52.06,
200.09,5.987,-52.48,
200.2,5.991,-51.77,
200.31,5.995,-50.58,
200.42,5.999,-50,
200.53,6.004,-50.39,
200.64,6.008,-51.02,
200.75,6.012,-52.44,
200.86,6.016,-51.44,
200.97,6.02,-50.99,
201.08,6.025,-50.21,
201.19,6.029,-47.84,
201.3,6.033,-49.45,
201.41,6.037,-51.03,
201.52,6.041,-51,
201.63,6.045,-50.21,
201.74,6.049,-49.86,
201.85,6.053,-50.7,
201.96,6.057,-50.55,
202.07,6.061,-49.95,
202.18,6.064,-50.51,
202.29,6.068,-51.88,
202.4,6.072,-51.41,
202.51,6.076,-51.02,
202.62,6.08,-51.39,
202.73,6.084,-50.18,
202.84,6.088,-51.15,
202.95,6.092,-51.7,
203.06,6.096,-50.82,
203.17,6.1,-50.96,
203.28,6.104,-50.4,
203.39,6.108,-50.43,
203.5,6.112,-49.64,
203.61,6.116,-47.71,
203.72,6.12,-48.79,
203.83,6.124,-52.08,
203.94,6.128,-51.92,
204.05,6.132,-51.18,
204.16,6.136,-50.66,
204.27,6.14,-51.16,
204.38,6.144,-51.5,
204.49,6.148,-52.58,
204.6,6.152,-52.56,
204.71,6.156,-51.21,
204.82,6.16,-48.88,
204.93,6.164,-49.18,
205.04,6.168,-49.96,
205.15,6.172,-49.79,
205.26,6.176,-50.36,
205.37,6.18,-50.85,
205.48,6.184,-52.12,
205.59,6.188,-51.71,
205.7,6.192,-51.24,
205.81,6.196,-52.01,
205.92,6.2,-51.44,
206.03,6.204,-50.78,
206.14,6.208,-49.89,
206.25,6.212,-49.98,
206.36,6.216,-51.09,
206.47,6.22,-50.31,
206.58,6.224,-50.39,
206.69,6.228,-52.25,
206.8,6.232,-51.27,
206.91,6.236,-49.98,
207.02,6.24,-50.19,
207.13,6.244,-51.13,
207.24,6.248,-51.11,
207.35,6.252,-50.41,
207.46,6.256,-49.97,
207.57,6.26,-50.47,
207.68,6.264,-51.1,
207.79,6.268,-51.18,
207.9,6.272,-52.44,
208.01,6.276,-51.19,
208.12,6.28,-50.53,
208.23,6.284,-51.07,
208.34,6.288,-51.84,
208.45,6.293,-52.48,
208.56,6.297,-50.1,
208.67,6.301,-50.76,
208.78,6.305,-48.9,
208.89,6.309,-50.47,
209,6.313,-51.95,
209.11,6.317,-51.79,
209.22,6.322,-52.09,
209.33,6.326,-51.97,
209.44,6.33,-49.74,
209.55,6.334,-48.38,
209.66,6.338,-51.16,
209.77,6.342,-51.94,
209.88,6.346,-52.2,
209.99,6.35,-51.8,
210.1,6.354,-51.65,
210.21,6.359,-51.42,
210.32,6.363,-51.76,
210.43,6.367,-52.2,
210.54,6.371,-52.78,
210.65,6.375,-51.82,
210.76,6.379,-50.46,
210.87,6.383,-50.53,
210.98,6.387,-50.11,
211.09,6.391,-51.53,
211.2,6.396,-51.14,
211.31,6.4,-52.55,
211.42,6.404,-52.05,
211.53,6.408,-51.2,
211.64,6.412,-51.86,
211.75,6.417,-50.79,
211.86,6.421,-50.67,
211.97,6.425,-51.65,
212.08,6.429,-52.28,
212.19,6.434,-50.48,
212.3,6.438,-51.41,
212.41,6.442,-48.69,
212.52,6.446,-51.88,
212.63,6.451,-51.59,
212.74,6.455,-51.59,
212.85,6.459,-51.54,
212.96,6.463,-50.59,
213.07,6.467,-49.22,
213.18,6.471,-50.08,
213.29,6.474,-51.39,
213.4,6.478,-48.51,
213.51,6.482,-50.95,
213.62,6.486,-50.89,
213.73,6.49,-50.1,
213.84,6.494,-49.98,
213.95,6.498,-50.27,
214.06,6.501,-50.39,
214.17,6.505,-52.15,
214.28,6.509,-52.23,
214.39,6.513,-52.05,
214.5,6.517,-51.77,
214.61,6.521,-52.25,
214.72,6.525,-51.92,
214.83,6.53,-50.89,
214.94,6.534,-51.17,
215.05,6.538,-51.1,
215.16,6.542,-49.25,
215.27,6.547,-49.33,
215.38,6.551,-51.34,
215.49,6.555,-51.09,
215.6,6.559,-48.88,
215.71,6.564,-49.18,
215.82,6.568,-49.86,
215.93,6.572,-51.53,
216.04,6.576,-51.65,
216.15,6.58,-52.45,
216.26,6.585,-52.12,
216.37,6.589,-50.99,
216.48,6.593,-51.82,
216.59,6.597,-52.2,
216.7,6.601,-50.99,
216.81,6.605,-49.99,
216.92,6.609,-50.85,
217.03,6.613,-51.77,
217.14,6.618,-51.99,
217.25,6.622,-51.95,
217.36,6.626,-53.17,
217.47,6.63,-53.02,
217.58,6.634,-52.19,
217.69,6.638,-51.4,
217.8,6.642,-50.95,
217.91,6.647,-50.65,
218.02,6.651,-51.32,
218.13,6.655,-50.83,
218.24,6.659,-50.17,
218.35,6.664,-50.11,
218.46,6.668,-51.84,
218.57,6.672,-52.07,
218.68,6.677,-51.48,
218.79,6.681,-51.52,
218.9,6.685,-51.21,
219.01,6.689,-51.22,
219.12,6.694,-52.4,
219.23,6.698,-52.78,
219.34,6.702,-52.19,
219.45,6.706,-51.09,
219.56,6.71,-50.48,
219.67,6.714,-50.04,
219.78,6.718,-50.69,
219.89,6.722,-50.48,
220,6.726,-48.69,
220.11,6.731,-49.29,
220.22,6.735,-49.79,
220.33,6.739,-50.4,
220.44,6.743,-50.3,
220.55,6.747,-51.06,
220.66,6.751,-50.39,
220.77,6.755,-51.66,
220.88,6.759,-51.18,
220.99,6.763,-49.47,
221.1,6.767,-50.45,
221.21,6.771,-51.09,
221.32,6.775,-51.42,
221.43,6.779,-51.06,
221.54,6.783,-51.52,
221.65,6.787,-52.68,
221.76,6.791,-52.17,
221.87,6.796,-51.4,
221.98,6.8,-51.67,
222.09,6.804,-50.52,
222.2,6.808,-50.83,
222.31,6.812,-51.24,
222.42,6.816,-51.67,
222.53,6.821,-51.37,
222.64,6.825,-51.27,
222.75,6.829,-50.85,
222.86,6.833,-51.29,
222.97,6.837,-51.22,
223.08,6.841,-51.4,
223.19,6.845,-51.59,
223.3,6.849,-51.23,
223.41,6.853,-50.9,
223.52,6.858,-51.39,
223.63,6.862,-50.78,
223.74,6.866,-50.84,
223.85,6.87,-50.44,
223.96,6.874,-49.9,
224.07,6.878,-50.56,
224.18,6.882,-50.09,
224.29,6.886,-49.54,
224.4,6.89,-49.51,
224.51,6.894,-50.39,
224.62,6.898,-50.46,
224.73,6.902,-49.12,
224.84,6.905,-50.75,
224.95,6.909,-51.79,
225.06,6.913,-50.42,
225.17,6.917,-48.86,
225.28,6.92,-48.54,
225.39,6.924,-50.71,
225.5,6.928,-50.05,
225.61,6.932,-50.17,
225.72,6.935,-51.36,
225.83,6.939,-51.88,
225.94,6.943,-51.31,
226.05,6.947,-51.22,
226.16,6.951,-51.21,
226.27,6.955,-50.7,
226.38,6.959,-50.94,
226.49,6.963,-51.05,
226.6,6.967,-51.81,
226.71,6.971,-51.51,
226.82,6.975,-51.72,
226.93,6.979,-51.55,
227.04,6.984,-50.74,
227.15,6.988,-51.03,
227.26,6.992,-51.43,
227.37,6.996,-50.82,
227.48,7,-50.35,
227.59,7.004,-50.67,
227.7,7.008,-51.17,
